user_id,signup_time,profile_completion_pct,premium_flag,username,email
124,2025-02-07,86.0,0,usr124,usr124@company.com 
125,2025-01-10,,1,USER125,USER125@gmail.com
126,2025-02-21,85.0,0,user126, user126@gmail.com
127,2025-01-02,56.0,0,user127@@,user127@yahoo.com
128,2025-01-11,67.0,0,user128*,user128@hotmail.com
129,2025-01-13,91.0,0,usr129,usr129@yahoo.com 
130,2025-01-05,66.0,0,user130*,user130@gmail.com
131,2025-02-09,70.0,1,user13132, user13132@hotmail.com
132,2025-02-05,83.0,1,user132,user132@hotmail.com
133,2025-01-21,76.0,0, user133,user133@hotmail.com
134,2025-02-04,92.0,0, user134,user134@hotmail.com
135,2025-01-27,,0,usr135,usr135@yahoo.com 
136,2025-01-07,81.0,0,user136@@,user136@outlook.com
137,2025-01-26,57.0,0,user137@@, user137@gmail.com
138,2025-02-23,92.0,1,user138,user138@mailinator.com
139,2025-02-20,85.0,1,user139 ,user139@gmail.com
140,2025-01-16,69.0,0,user140,user140@company.com
141,2025-01-28,67.0,0,usr141, usr141@company.com
142,2025-02-01,39.0,0,user14243,user14243@gmail.com 
143,2025-02-19,36.0,0,USER143,USER143@yahoo.com
144,2025-01-08,,0,USER144,USER144@company.com
145,2025-02-04,61.0,1,USER145,USER145@mailinator.com
146,2025-01-31,84.0,1,user146@@,user146@hotmail.com
147,2025-02-17,48.0,0,USER147,USER147@company.com
148,2025-01-11,31.0,0,user148@@,user148@company.com
149,2025-01-09,82.0,0,user149,user149@company.com 
150,2025-02-28,43.0,0,USER150,USER150@hotmail.com
151,2025-02-12,33.0,0,user151 , user151@@outlook.com
152,2025-01-18,71.0,0,user152@@, user152@mailinator.com
153,2025-01-12,56.0,1,user153 ,user153@yahoo.com
154,2025-02-22,39.0,1, user154,user154@hotmail.com
155,2025-01-02,,0,user15560, user15560@@mailinator.com
156,2025-01-11,69.0,0, user156,user156@hotmail.com
157,2025-02-03,84.0,0,user157 ,user157@@gmail.com
158,2025-01-20,,1,user158,user158@@hotmail.com 
159,2025-01-17,30.0,0,USER159,USER159@@gmail.com
160,2025-02-19,,1,user160@@,user160@company.com 
161,2025-01-17,86.0,0, user161, user161@yahoo.com
162,2025-01-31,50.0,0,user162 ,user162@gmail.com
163,2025-01-15,,1,user163@@, user163@outlook.com
164,2025-01-23,55.0,0, user164, user164@yahoo.com
165,2025-02-17,,1,usr165,usr165@company.com 
166,2025-02-28,46.0,0, user166,user166@@company.com 
167,2025-02-06,72.0,0,user167,user167@mailinator.com
168,2025-01-04,54.0,0, user168,user168@mailinator.com
169,2025-02-24,71.0,1,USER169,USER169@yahoo.com
170,2025-02-08,75.0,0, user170, user170@gmail.com 
171,2025-01-16,85.0,0,USER171, USER171@mailinator.com
172,2025-01-01,78.0,0,user17223,user17223@outlook.com
173,2025-02-06,,0, user173,user173@company.com
174,2025-01-24,97.0,0,user174@@,user174@mailinator.com 
175,2025-02-25,92.0,1,user175 ,user175@yahoo.com
176,2025-01-04,88.0,0, user176,user176@company.com
177,2025-02-12,86.0,0,usr177,usr177@outlook.com
178,2025-01-23,78.0,0,user178,user178@gmail.com 
179,2025-02-19,91.0,1,user179*,user179@outlook.com
180,2025-02-16,97.0,0,user180,user180@gmail.com
181,2025-01-09,96.0,1,user181 , user181@yahoo.com
182,2025-01-11,88.0,0, user182, user182@@yahoo.com
183,2025-01-18,99.0,1,usr183,usr183@company.com 
184,2025-02-09,74.0,0,user184*,user184@company.com
185,2025-01-13,62.0,1,user185,user185@gmail.com
186,2025-02-17,70.0,0,USER186,USER186@mailinator.com
187,2025-02-07,89.0,0,user18754,user18754@company.com 
188,2025-01-10,61.0,0,user188,user188@outlook.com 
189,2025-01-13,41.0,0,user18922,user18922@hotmail.com
190,2025-01-31,89.0,0,user19044, user19044@@gmail.com
191,2025-02-10,92.0,0, user191,user191@outlook.com 
192,2025-02-01,97.0,0,user192,user192@outlook.com
193,2025-01-22,79.0,1,user193@@,user193@mailinator.com
194,2025-01-12,36.0,0,user194@@,user194@mailinator.com
195,2025-02-27,55.0,0,USER195,USER195@outlook.com 
196,2025-01-15,58.0,0,user196*, user196@company.com
197,2025-01-27,96.0,1,user19765,user19765@yahoo.com
198,2025-02-28,35.0,0,user19878,user19878@yahoo.com
199,2025-01-15,63.0,0,user199*,user199@gmail.com
200,2025-02-13,56.0,1,user20055,user20055@mailinator.com 
201,2025-01-27,75.0,0,user201 ,user201@@hotmail.com 
202,2025-03-01,32.0,0,user202@@,user202@outlook.com 
203,2025-02-13,38.0,0,user20369, user20369@mailinator.com
204,2025-01-24,40.0,1,USER204, USER204@hotmail.com 
205,2025-02-15,67.0,0,user205,user205@hotmail.com
206,2025-01-11,80.0,0,user206@@, user206@@yahoo.com
207,2025-02-23,,0,usr207, usr207@outlook.com
208,2025-02-02,59.0,0, user208,user208@yahoo.com 
209,2025-02-15,,0,user209@@, user209@gmail.com
210,2025-01-06,,1,user210@@,user210@hotmail.com
211,2025-01-28,91.0,0,user211 ,user211@outlook.com
212,2025-01-22,55.0,0,USER212, USER212@outlook.com
213,2025-01-12,41.0,0,user213 ,user213@mailinator.com
214,2025-02-14,37.0,1,user214*,user214@mailinator.com
215,2025-01-18,51.0,0,user215 ,user215@gmail.com
216,2025-02-04,,0,USER216,USER216@outlook.com
217,2025-01-21,60.0,0,user21733,user21733@company.com
218,2025-01-20,89.0,0, user218,user218@@gmail.com
219,2025-02-03,95.0,0,USER219,USER219@company.com
220,2025-02-23,41.0,0,user220*,user220@outlook.com
221,2025-01-08,71.0,0,user221 ,user221@@hotmail.com
222,2025-02-10,91.0,0,USER222,USER222@hotmail.com
223,2025-01-06,46.0,0,user223@@,user223@outlook.com
224,2025-02-09,,0,user224,user224@@mailinator.com
225,2025-01-14,39.0,0,user225*,user225@gmail.com
226,2025-02-26,93.0,0,user226@@, user226@outlook.com
227,2025-02-06,78.0,1,user227*,user227@gmail.com
228,2025-02-28,90.0,0,user228 , user228@company.com
229,2025-01-29,,0,user229 , user229@mailinator.com 
230,2025-02-20,41.0,0,USER230,USER230@@mailinator.com
231,2025-01-25,79.0,1, user231,user231@company.com
232,2025-02-13,67.0,0, user232, user232@mailinator.com
233,2025-01-08,,0,user233*,user233@outlook.com
234,2025-02-03,94.0,1,user234*,user234@mailinator.com
235,2025-01-08,,0, user235, user235@company.com
236,2025-01-01,48.0,1,user23623,user23623@yahoo.com
237,2025-01-28,95.0,1,user237*,user237@mailinator.com
238,2025-01-13,60.0,0,user238*,user238@mailinator.com
239,2025-01-19,99.0,1,user23922,user23922@company.com
240,2025-01-24,83.0,0, user240,user240@hotmail.com
241,2025-01-21,48.0,0,user241,user241@outlook.com
242,2025-02-07,40.0,0, user242,user242@yahoo.com
243,2025-01-26,77.0,1,user243*, user243@company.com
244,2025-02-03,77.0,0,user244 ,user244@hotmail.com
245,2025-02-15,72.0,0,usr245,usr245@@hotmail.com
246,2025-01-15,54.0,0,user246@@, user246@company.com
247,2025-02-03,97.0,0,usr247,usr247@mailinator.com
248,2025-01-08,45.0,0,user24839,user24839@mailinator.com
249,2025-01-25,36.0,0,USER249,USER249@outlook.com 
250,2025-02-18,71.0,0,user250 ,user250@gmail.com
251,2025-01-01,73.0,0,user251@@,user251@mailinator.com
252,2025-01-22,38.0,0, user252,user252@yahoo.com
253,2025-01-08,53.0,0,user253@@,user253@yahoo.com
254,2025-02-05,89.0,0,user254, user254@gmail.com
255,2025-02-19,98.0,0,user255@@,user255@@hotmail.com 
256,2025-01-15,64.0,0,USER256,USER256@hotmail.com
257,2025-02-26,54.0,1,user257*,user257@mailinator.com
258,2025-02-08,70.0,0,user258@@, user258@mailinator.com 
259,2025-02-11,61.0,0,user259*, user259@hotmail.com
260,2025-01-08,99.0,0,user260*,user260@yahoo.com
261,2025-02-13,56.0,0,user26117,user26117@mailinator.com
262,2025-02-27,32.0,0,user262,user262@gmail.com
263,2025-02-03,59.0,0,user263*,user263@yahoo.com
264,2025-01-31,,0,user26489,user26489@mailinator.com
265,2025-01-12,46.0,0,usr265,usr265@gmail.com
266,2025-01-28,34.0,0,user266@@,user266@gmail.com
267,2025-01-18,61.0,0,usr267,usr267@@yahoo.com 
268,2025-02-05,52.0,0,usr268,usr268@mailinator.com
269,2025-01-01,96.0,0,user269 ,user269@hotmail.com
270,2025-01-22,72.0,0,user270*,user270@company.com
271,2025-02-11,67.0,1,usr271,usr271@yahoo.com
272,2025-01-03,36.0,0,usr272,usr272@hotmail.com 
273,2025-02-04,,0, user273,user273@yahoo.com 
274,2025-02-05,43.0,0, user274,user274@company.com 
275,2025-02-10,35.0,0,usr275,usr275@mailinator.com
276,2025-02-14,89.0,0,user276@@,user276@outlook.com
277,2025-01-06,61.0,0,usr277,usr277@@gmail.com 
278,2025-01-19,63.0,0, user278,user278@yahoo.com
279,2025-01-15,38.0,0, user279,user279@outlook.com
280,2025-01-16,33.0,0,user280 ,user280@company.com
281,2025-02-21,65.0,0,USER281, USER281@yahoo.com
282,2025-02-04,36.0,0,user28295,user28295@yahoo.com
283,2025-02-24,31.0,0,user283*, user283@mailinator.com
284,2025-02-27,68.0,0,user28422, user28422@mailinator.com
285,2025-01-18,74.0,0,user285@@, user285@gmail.com
286,2025-02-21,84.0,0,user286*,user286@hotmail.com
287,2025-02-04,81.0,1,user287 ,user287@company.com
288,2025-01-17,38.0,1,usr288,usr288@hotmail.com
289,2025-02-27,,0,user289,user289@yahoo.com
290,2025-01-08,78.0,0,user290*,user290@hotmail.com
291,2025-02-13,94.0,0,user291, user291@company.com 
292,2025-02-14,80.0,0,user292*, user292@hotmail.com
293,2025-01-31,40.0,1,user293,user293@outlook.com 
294,2025-01-05,34.0,0, user294,user294@@hotmail.com 
295,2025-01-28,37.0,0,user295*,user295@@company.com
296,2025-02-05,97.0,0,user296@@,user296@hotmail.com
297,2025-01-10,50.0,0,user297@@,user297@outlook.com
298,2025-02-01,61.0,0,user298*, user298@hotmail.com 
299,2025-01-09,54.0,0,user299,user299@hotmail.com
300,2025-01-30,73.0,0,user300 , user300@mailinator.com
301,2025-01-30,68.0,1,user301*,user301@mailinator.com
302,2025-01-08,75.0,0,user30216, user30216@hotmail.com 
303,2025-01-22,,0,user30322, user30322@company.com 
304,2025-01-27,79.0,0,user304,user304@hotmail.com
305,2025-02-02,85.0,0,user305, user305@gmail.com 
306,2025-01-25,37.0,0,user306*,user306@yahoo.com
307,2025-01-04,93.0,1,usr307,usr307@yahoo.com
308,2025-01-27,95.0,0,user308,user308@outlook.com
309,2025-02-27,83.0,1,user309*,user309@outlook.com
310,2025-01-11,,0,user310@@,user310@hotmail.com
311,2025-01-04,49.0,0,user311 ,user311@outlook.com
312,2025-01-21,67.0,0,user312*,user312@outlook.com 
313,2025-01-04,43.0,0,user313*,user313@@outlook.com
314,2025-01-24,63.0,0,USER314,USER314@hotmail.com
315,2025-02-15,,0,user315,user315@mailinator.com
316,2025-01-19,,0,user316,user316@outlook.com
317,2025-02-18,76.0,1,user317@@, user317@mailinator.com
318,2025-02-16,44.0,0,USER318,USER318@mailinator.com
319,2025-01-05,,1,user319, user319@gmail.com 
320,2025-02-14,99.0,0,user320@@,user320@yahoo.com
321,2025-02-20,98.0,1,user321,user321@company.com
322,2025-02-05,,0,user32248,user32248@yahoo.com
323,2025-01-06,70.0,0,user32369, user32369@hotmail.com
324,2025-01-25,65.0,0,USER324, USER324@company.com
325,2025-02-04,84.0,1,user325@@,user325@hotmail.com
326,2025-01-13,99.0,0, user326,user326@outlook.com 
327,2025-02-12,86.0,0,user32759,user32759@company.com
328,2025-01-18,61.0,0,USER328, USER328@yahoo.com
329,2025-01-26,43.0,0, user329,user329@gmail.com 
330,2025-02-06,78.0,0,user330,user330@outlook.com
331,2025-02-02,79.0,0,user331*,user331@hotmail.com
332,2025-02-03,57.0,0,user332@@,user332@gmail.com
333,2025-02-15,99.0,1,user333@@, user333@gmail.com
334,2025-01-02,45.0,0, user334,user334@mailinator.com 
335,2025-03-01,,0,USER335,USER335@company.com
336,2025-01-21,49.0,0,user336,user336@outlook.com
337,2025-01-21,43.0,0,user337*,user337@@mailinator.com
338,2025-01-25,,1,user338 ,user338@gmail.com 
339,2025-01-25,79.0,0,user339 ,user339@gmail.com
340,2025-01-24,70.0,0,user340*,user340@hotmail.com
341,2025-02-15,71.0,0,USER341,USER341@hotmail.com
342,2025-01-03,56.0,0,user342 ,user342@@mailinator.com
343,2025-01-08,61.0,0,usr343,usr343@mailinator.com
344,2025-01-09,41.0,0,user34425,user34425@hotmail.com
345,2025-01-30,42.0,0,user34537,user34537@mailinator.com
346,2025-01-27,,0, user346,user346@@company.com
347,2025-01-05,90.0,0,usr347,usr347@hotmail.com
348,2025-02-13,40.0,1,user348*,user348@mailinator.com
349,2025-01-28,59.0,0, user349, user349@outlook.com 
350,2025-02-04,81.0,1,user350@@,user350@gmail.com
351,2025-02-17,51.0,0, user351,user351@@hotmail.com
352,2025-01-16,63.0,0,user352@@, user352@hotmail.com
353,2025-01-20,30.0,1,user353*, user353@outlook.com
354,2025-02-16,67.0,0,user354, user354@hotmail.com
355,2025-01-14,46.0,0,user355 ,user355@yahoo.com
356,2025-01-27,52.0,0,usr356,usr356@yahoo.com
357,2025-02-04,48.0,1,user357 ,user357@outlook.com 
358,2025-01-14,55.0,1,user358 ,user358@outlook.com
359,2025-02-11,,1, user359,user359@company.com
360,2025-03-01,48.0,1,user360,user360@@company.com 
361,2025-01-17,59.0,0,user361@@,user361@gmail.com
362,2025-02-04,,0,user362@@, user362@mailinator.com
363,2025-02-10,70.0,1,user363*,user363@hotmail.com
364,2025-01-12,64.0,0,user364@@,user364@mailinator.com
365,2025-02-06,96.0,0,usr365,usr365@mailinator.com
366,2025-01-24,94.0,0,usr366,usr366@hotmail.com
367,2025-02-16,44.0,0,user367, user367@gmail.com 
368,2025-02-07,49.0,0, user368,user368@yahoo.com
369,2025-01-22,74.0,1,user369*,user369@mailinator.com
370,2025-01-08,67.0,0,user370@@, user370@outlook.com 
371,2025-01-27,37.0,0,user371 ,user371@hotmail.com
372,2025-01-14,64.0,0,user372 ,user372@@hotmail.com
373,2025-02-15,91.0,1,user373 , user373@outlook.com
374,2025-02-18,93.0,0,usr374,usr374@@outlook.com
375,2025-02-10,,0, user375,user375@@outlook.com
376,2025-01-11,48.0,0,user376@@, user376@gmail.com
377,2025-01-08,90.0,0,user377@@,user377@outlook.com
378,2025-01-28,98.0,0,USER378, USER378@@mailinator.com
379,2025-02-16,47.0,0,user37942,user37942@yahoo.com
380,2025-01-28,69.0,0,user380@@, user380@mailinator.com
381,2025-01-29,95.0,1,usr381, usr381@outlook.com
382,2025-02-26,,1, user382,user382@gmail.com
383,2025-01-03,45.0,1,user383@@, user383@outlook.com
384,2025-01-01,84.0,0,user384@@,user384@outlook.com
385,2025-01-24,67.0,1,user38563,user38563@@outlook.com
386,2025-01-09,82.0,1,user386,user386@mailinator.com
387,2025-01-28,73.0,1,user38772, user38772@@outlook.com
388,2025-02-28,86.0,0,user388,user388@gmail.com
389,2025-01-07,97.0,0, user389,user389@@mailinator.com 
390,2025-03-01,47.0,0,user39052,user39052@mailinator.com
391,2025-02-18,67.0,1,usr391,usr391@gmail.com
392,2025-01-01,60.0,0,user392,user392@company.com 
393,2025-01-11,74.0,0, user393,user393@hotmail.com
394,2025-02-20,79.0,0,usr394,usr394@hotmail.com 
395,2025-02-06,71.0,0,user395 ,user395@yahoo.com
396,2025-02-18,58.0,0,user396, user396@outlook.com 
397,2025-01-22,97.0,1,usr397,usr397@gmail.com 
398,2025-01-23,80.0,0,USER398,USER398@hotmail.com 
399,2025-02-13,50.0,1,usr399,usr399@gmail.com
400,2025-02-04,,0,user400,user400@yahoo.com
401,2025-01-18,53.0,0,user40146,user40146@company.com 
402,2025-02-06,65.0,1, user402,user402@gmail.com
403,2025-02-16,41.0,0,user403@@,user403@gmail.com 
404,2025-02-10,75.0,0,user404*, user404@company.com
405,2025-02-13,81.0,1,user405@@,user405@company.com
406,2025-01-24,52.0,0,user406*,user406@hotmail.com
407,2025-02-22,80.0,0,usr407,usr407@outlook.com
408,2025-01-08,74.0,0,user408*, user408@outlook.com
409,2025-01-13,76.0,0,user409,user409@company.com
410,2025-01-22,72.0,1,USER410, USER410@yahoo.com
411,2025-01-02,70.0,0,user411@@,user411@outlook.com
412,2025-02-19,37.0,1,USER412, USER412@yahoo.com 
413,2025-02-06,,0,user413@@,user413@yahoo.com
414,2025-01-01,65.0,0,USER414, USER414@@yahoo.com
415,2025-01-04,59.0,0,user415,user415@hotmail.com 
416,2025-02-14,63.0,0,usr416,usr416@@mailinator.com
417,2025-02-24,63.0,0,usr417,usr417@outlook.com 
418,2025-02-25,60.0,0,user418,user418@yahoo.com
419,2025-02-24,56.0,0, user419,user419@mailinator.com
420,2025-01-13,50.0,0, user420,user420@mailinator.com 
421,2025-01-23,61.0,0,usr421,usr421@gmail.com
422,2025-02-19,43.0,0,user422@@,user422@outlook.com
423,2025-01-13,88.0,0,user423@@,user423@hotmail.com 
424,2025-02-25,78.0,0,USER424,USER424@company.com
425,2025-01-24,79.0,0,user425@@,user425@mailinator.com
426,2025-01-11,94.0,0,user42618,user42618@outlook.com
427,2025-01-15,80.0,0,user42758,user42758@gmail.com
428,2025-01-17,87.0,0,user428,user428@yahoo.com
429,2025-01-10,76.0,0, user429,user429@company.com 
430,2025-01-11,46.0,0, user430,user430@hotmail.com 
431,2025-01-12,66.0,0,USER431,USER431@hotmail.com
432,2025-02-17,47.0,0, user432,user432@mailinator.com
433,2025-01-31,31.0,0,user433*,user433@outlook.com
434,2025-02-05,74.0,0,usr434, usr434@hotmail.com
435,2025-01-28,99.0,0,USER435,USER435@company.com
436,2025-01-21,42.0,0,user436,user436@hotmail.com
437,2025-02-15,42.0,0,user437 ,user437@company.com
438,2025-02-04,54.0,0, user438,user438@gmail.com
439,2025-01-25,89.0,0,USER439,USER439@yahoo.com
440,2025-02-09,87.0,1,user440, user440@mailinator.com
441,2025-02-06,35.0,0, user441,user441@company.com
442,2025-01-12,45.0,0,user442,user442@@yahoo.com
443,2025-01-11,37.0,0,usr443,usr443@company.com
444,2025-02-09,96.0,0,usr444,usr444@outlook.com
445,2025-01-23,73.0,0,user44518,user44518@company.com
446,2025-01-11,,0,user446*,user446@mailinator.com
447,2025-02-11,86.0,0,usr447,usr447@gmail.com
448,2025-01-08,97.0,0,usr448,usr448@outlook.com
449,2025-02-07,83.0,0,user449*, user449@outlook.com
450,2025-02-19,34.0,0,user450 , user450@mailinator.com
451,2025-02-03,44.0,0,USER451,USER451@yahoo.com
452,2025-01-18,75.0,0,user452 , user452@hotmail.com
453,2025-02-12,62.0,0,usr453,usr453@outlook.com
454,2025-01-06,70.0,0,user454*,user454@company.com
455,2025-01-12,40.0,0,user455,user455@hotmail.com 
456,2025-01-26,35.0,0,USER456,USER456@outlook.com
457,2025-02-22,95.0,1, user457, user457@outlook.com
458,2025-02-16,94.0,0,USER458, USER458@hotmail.com
459,2025-01-22,73.0,0,user459,user459@mailinator.com
460,2025-02-12,71.0,0,usr460,usr460@hotmail.com
461,2025-01-27,96.0,1,user461, user461@yahoo.com
462,2025-01-27,63.0,1,user462 ,user462@company.com
463,2025-01-20,,0,usr463,usr463@mailinator.com
464,2025-02-22,97.0,1,usr464, usr464@gmail.com
465,2025-01-10,88.0,0,user465@@, user465@outlook.com 
466,2025-02-14,,1,user46678,user46678@outlook.com
467,2025-01-12,55.0,1,usr467,usr467@mailinator.com
468,2025-01-05,50.0,0,usr468,usr468@gmail.com
469,2025-01-29,37.0,0,user469,user469@mailinator.com 
470,2025-01-27,97.0,0,user470@@,user470@mailinator.com 
471,2025-02-05,53.0,0,user47113, user47113@outlook.com
472,2025-02-25,52.0,1,user472,user472@company.com 
473,2025-02-23,99.0,0,user473*,user473@@gmail.com
474,2025-01-20,,1,user474@@,user474@gmail.com
475,2025-02-05,70.0,1,usr475,usr475@gmail.com
476,2025-02-17,56.0,0,user47666,user47666@hotmail.com
477,2025-02-08,45.0,0, user477,user477@company.com 
478,2025-02-24,,0, user478, user478@hotmail.com
479,2025-01-11,39.0,0,usr479,usr479@hotmail.com
480,2025-01-21,94.0,0,user480@@,user480@hotmail.com
481,2025-02-09,44.0,0,user48179,user48179@hotmail.com
482,2025-02-26,63.0,1,user482@@,user482@company.com
483,2025-01-03,,0,user48356,user48356@gmail.com
484,2025-01-26,44.0,0, user484,user484@hotmail.com 
485,2025-02-09,87.0,0,user485 ,user485@company.com
486,2025-01-19,35.0,0, user486,user486@gmail.com
487,2025-01-16,35.0,0, user487,user487@mailinator.com
488,2025-02-12,49.0,0, user488,user488@company.com
489,2025-02-06,36.0,0,usr489,usr489@yahoo.com
